framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,4096,64,4,128,1,float16,float16,0,26.271743774414062
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,4096,64,8,128,1,float16,float16,0,52.829182942708336
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,4096,64,8,128,1,float16,float16,0,26.414591471354168
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,4096,64,2,128,1,float16,float16,0,12.914005279541016
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,4096,64,4,128,1,float16,float16,0,13.025450388590494
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,4096,64,1,128,1,float16,float16,0,6.130346934000651
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,4096,64,2,128,1,float16,float16,0,6.199808120727539
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,4096,64,64,128,1,float16,float16,0,6.838954925537109
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,4096,64,4,128,1,float16,float16,0,6.397269566853841
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,4096,64,64,128,1,float16,float16,0,3.4510507583618164
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,4096,64,1,128,1,float16,float16,0,3.122346560160319
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,4096,64,2,128,1,float16,float16,0,3.140437444051107
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,4096,64,8,128,1,float16,float16,0,6.445397059122722
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,4096,64,8,128,1,float16,float16,0,13.065728505452475
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,4096,64,4,128,1,float16,float16,0,3.1870292027791343
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,4096,64,64,128,1,float16,float16,0,1.7525760332743328
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,4096,64,8,128,1,float16,float16,0,3.1955626805623374
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,4096,64,1,128,1,float16,float16,0,1.5989759763081868
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,4096,64,2,128,1,float16,float16,0,1.5897599856058757
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,4096,64,4,128,1,float16,float16,0,1.6141653060913086
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,4096,64,8,128,1,float16,float16,0,1.6523946126302083
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,3072,64,2,128,1,float16,float16,0,14.866261800130209
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,3072,64,1,128,1,float16,float16,0,14.755669911702475
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,3072,64,4,128,1,float16,float16,0,15.373483022054037
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,3072,64,64,128,1,float16,float16,0,16.80520502726237
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,3072,64,1,128,1,float16,float16,0,7.269205093383789
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,3072,64,64,128,1,float16,float16,0,8.109909057617188
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,3072,64,1,128,1,float16,float16,0,29.71630859375
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,3072,64,2,128,1,float16,float16,0,30.019070943196613
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,3072,64,2,128,1,float16,float16,0,7.320575714111328
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,3072,64,4,128,1,float16,float16,0,30.749183654785156
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,3072,64,8,128,1,float16,float16,0,30.64575958251953
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,3072,64,8,128,1,float16,float16,0,15.154688517252604
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,3072,64,4,128,1,float16,float16,0,7.562410354614258
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,3072,64,1,128,1,float16,float16,0,3.5869013468424478
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,3072,64,64,128,1,float16,float16,0,3.9990612665812173
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,3072,64,2,128,1,float16,float16,0,3.621546745300293
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,3072,64,4,128,1,float16,float16,0,3.7560319900512695
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,3072,64,8,128,1,float16,float16,0,7.422122955322266
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,3072,64,64,128,1,float16,float16,0,2.0375893910725913
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,3072,64,8,128,1,float16,float16,0,3.7149012883504233
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,3072,64,1,128,1,float16,float16,0,1.798485279083252
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,3072,64,2,128,1,float16,float16,0,1.8483200073242188
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,3072,64,64,128,1,float16,float16,0,1.0550613403320312
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,3072,64,2,128,1,float16,float16,0,0.9301333427429199
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,3072,64,4,128,1,float16,float16,0,0.9700693289438883
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,3072,64,1,128,1,float16,float16,0,0.9412266413370768
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,1,3072,64,8,128,1,float16,float16,0,0.9572693506876627
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,3072,64,4,128,1,float16,float16,0,1.8551467259724934
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,2,3072,64,8,128,1,float16,float16,0,1.8648746808369954
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,2048,64,1,128,1,float16,float16,0,13.93288548787435
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,2048,64,4,128,1,float16,float16,0,14.68893814086914
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,2048,64,2,128,1,float16,float16,0,13.96872584025065
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,2048,64,64,128,1,float16,float16,0,16.249685923258465
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,2048,64,1,128,1,float16,float16,0,6.770175933837891
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,2048,64,64,128,1,float16,float16,0,8.119978586832682
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,2048,64,2,128,1,float16,float16,0,6.788096110026042
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,64,2048,64,8,128,1,float16,float16,0,29.358421325683594
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,64,2048,64,1,128,1,float16,float16,0,28.12501271565755
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,64,2048,64,2,128,1,float16,float16,0,28.30096944173177
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,32,2048,64,8,128,1,float16,float16,0,14.577835083007812
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,2048,64,1,128,1,float16,float16,0,3.355135917663574
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,2048,64,64,128,1,float16,float16,0,3.9423999786376953
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,64,2048,64,4,128,1,float16,float16,0,28.91161600748698
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,2048,64,4,128,1,float16,float16,0,6.965077082316081
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,16,2048,64,8,128,1,float16,float16,0,7.110656102498372
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,2048,64,2,128,1,float16,float16,0,3.3389228185017905
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,2048,64,8,128,1,float16,float16,0,3.4877440134684243
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,8,2048,64,4,128,1,float16,float16,0,3.463168144226074
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,2048,64,1,128,1,float16,float16,0,1.6549545923868816
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,2048,64,64,128,1,float16,float16,0,1.981610616048177
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_attention,vllm_flash_attn,4,2048,64,4,128,1,float16,float16,0,1.7648639678955078
